Time,U,V,W
220.59,25.08,2.45,0.49
220.6,24.42,-0.67,-0.09
220.61,23.77,-3.81,-0.68
220.62,22.07,-3.53,0.2
220.63,23.07,-3.55,-0.3
220.64,23,-3.8,-0.04
220.65,22.95,-4.06,0.21
220.66,24.15,-1.36,0.35
220.67,21.78,-0.44,0.68
220.68,22.34,0.13,-0.08
220.69,22.9,0.71,-0.86
220.7,25,-1.38,-0.78
220.71,21.24,-2.14,-0.43
220.72,21.24,0.2,-0.88
220.73,24.97,-2.65,-0.48
220.74,23.1,-1.22,-0.67
220.75,21.56,0.35,0.18
220.76,21.68,-0.43,1.03
220.77,21.82,-3.89,1.64
220.78,21.54,-4.73,2.26
220.79,21.7,-4.45,2.29
220.8,19.96,-4.18,3.37
220.81,21.21,-2.8,3.92
220.82,22.47,-1.26,3.94
220.83,22.74,1.37,2.94
220.84,22.49,0.82,1.94
220.85,22.25,1.38,1.46
220.86,21.92,1.7,1.05
220.87,21.73,2.33,1.25
220.88,23.42,3.05,1.47
220.89,22.57,3.78,1.35
220.9,24.39,0.3,1.35
220.91,23.88,-1.1,1.26
220.92,24.02,-0.57,1.27
220.93,22.95,-0.82,1.03
220.94,25.36,0.35,1.26
220.95,23.7,-0.19,1.2
220.96,23.63,-1.73,1.25
220.97,23.57,0.2,0.74
220.98,26.15,2.14,0.24
220.99,26.33,1.06,-0.48
221,26.51,-0.01,-1.21
221.01,27.6,0.7,-1.91
221.02,24.93,-0.16,-1.29
221.03,22.26,-1.04,-0.68
221.04,26.65,-1.3,-1.16
221.05,28.03,-1.89,-1.67
221.06,29.42,-2.48,-2.19
221.07,27.32,-4.72,-1.78
221.08,29.87,-3.28,-2.29
221.09,29.82,-1.42,-2.8
221.1,29.12,1.75,-2.96
221.11,29.82,-0.24,-3.31
221.12,28.04,-0.71,-2.92
221.13,23.63,-1.93,-2.17
221.14,22.52,-3.15,-1.43
221.15,21.42,-2.54,-1.98
221.16,23.22,-4.65,-0.71
221.17,22.32,-6.77,-1.34
221.18,22.77,-8.71,-1.02
221.19,30.35,-9.23,-2.28
221.2,26.56,-6.5,-1.65
221.21,24.78,-3.77,1.87
221.22,25.24,0.13,1.84
221.23,23.49,1.72,1.82
221.24,20.26,3.16,1.87
221.25,20.65,4.61,1.94
221.26,19.45,4.11,2.27
221.27,17.46,-0.71,2.92
221.28,16.75,-3.3,3.32
221.29,17.95,-2.37,3.67
221.3,18.6,-1.44,3.61
221.31,19.6,-2.2,3.58
221.32,20.25,-0.88,3.49
221.33,22.87,-2.85,2.55
221.34,25.49,-3.08,1.62
221.35,25,-3.31,1.16
221.36,24.51,-3.55,0.71
221.37,25.74,-1.31,0.65
221.38,28.54,-4.47,0.87
221.39,27.75,-0.92,-0.27
221.4,28.13,-1.77,0.24
221.41,31.65,-2.51,-0.13
221.42,30.75,-3.26,-0.24
221.43,29.55,-3.66,-1.25
221.44,26.66,-1.68,-1.13
221.45,24.61,-2.08,0.55
221.46,22.56,-1.88,-0.29
221.47,24.25,0.64,1.37
221.48,25.94,1.71,1.97
221.49,26.78,1.09,1.85
221.5,26.89,-0.97,1.75
221.51,25.74,-3.48,2.29
221.52,25.79,-2.97,1.73
221.53,25.94,-2.67,1.26
221.54,24.41,-2.64,1.71
221.55,23.73,0.68,1.48
221.56,27.43,0.54,1.08
221.57,27.32,-2.71,0.86
221.58,26.5,-3.16,-0.22
221.59,25.7,-3.61,-1.31
221.6,25.01,0.38,-1.62
221.61,24.19,-1.07,-0.98
221.62,24.43,0.01,-0.35
221.63,23.86,0.1,0.24
221.64,23.29,0.19,0.83
221.65,26.12,-0.31,0.99
221.66,28.37,0.62,0.04
221.67,30.55,-0.12,-1.03
221.68,32.55,-2.27,-0.81
221.69,31.29,-4.43,-0.59
221.7,30.05,-3.76,0.36
221.71,30.34,-3.06,1.19
221.72,29.7,-2.45,1.49
221.73,29.06,-1.84,1.79
221.74,23.24,1.15,1.83
221.75,23.1,0.28,1.66
221.76,29.73,3.62,1.35
221.77,32.62,-0.68,1.56
221.78,32.45,0.09,1.19
221.79,33.09,0.86,-0.15
221.8,32.47,1.64,-1.49
221.81,31.85,-0.71,-1.36
221.82,31.68,-2.15,-0.65
221.83,31.51,-3.59,0.05
221.84,32.58,0.24,-0.4
221.85,30.93,-1.48,-0.37
221.86,31.99,-0.54,0
221.87,32.09,-0.43,-0.65
221.88,32.19,-0.32,-1.31
221.89,30.05,-2.18,-0.2
221.9,29.43,-4.05,-0.55
221.91,31.6,-2.43,-0.77
221.92,32.33,-0.82,-1
221.93,33.07,0.13,-0.52
221.94,33,-0.28,-1.44
221.95,32.93,-1.75,-1.85
221.96,29.17,-2.66,-1.64
221.97,31.05,-3.57,-1.74
221.98,29.65,-1.39,-0.19
221.99,31.09,-2.75,-0.19
222,32.83,-4.12,0.49
222.01,33,-4.17,-0.66
222.02,33.18,-2.54,-1.21
222.03,32.06,-3.63,-0.82
222.04,32.61,-4.73,-1.01
222.05,32.34,-4.65,-0.91
222.06,33.41,-4.58,1.57
222.07,32.73,-2.16,0.33
222.08,32.06,0.26,0.97
222.09,28.83,2.35,0.76
222.1,30.44,1.31,0.86
222.11,32.3,1.78,-0.54
222.12,32.47,-2.69,-0.72
222.13,32.64,-2.77,-0.91
222.14,32.64,-2.85,-1.72
222.15,32.64,-1.02,-2.15
222.16,32.13,0.8,-2.04
222.17,31.63,-0.26,-1.93
222.18,34.88,-0.81,-1.92
222.19,35.68,-1.37,-1.92
222.2,32.25,-1.09,-1.92
222.21,28.84,1.73,-0.47
222.22,30.84,4.3,-0.01
222.23,28.15,1.86,-1.36
222.24,24.23,2.86,0.82
222.25,26.19,3.86,-0.27
222.26,29.91,3.42,2.46
222.27,30.77,4.14,1.99
222.28,31.13,1.18,1.53
222.29,30.19,2.36,1.37
222.3,29.64,-0.44,0.31
222.31,29.03,0.32,0.81
222.32,31.32,-0.44,1.28
222.33,30.74,-1.53,1.07
222.34,30.16,-2.63,0.87
222.35,32.31,-3.56,0.26
222.36,32.24,-4.49,-0.35
222.37,32.17,-2.01,-1.61
222.38,32.46,0.68,-2.14
222.39,26.01,-1.09,-0.98
222.4,29.23,-0.2,-1.56
222.41,30.19,-1.64,-0.03
222.42,27.77,0.24,0.03
222.43,28.98,2.12,0
222.44,28.52,-1.56,-0.82
222.45,28.87,-3.17,-0.76
222.46,27.53,-0.52,-0.12
222.47,25.19,-0.27,0.21
222.48,22.85,-0.03,0.54
222.49,23.46,1.37,2.05
222.5,28.06,-1.33,2.65
222.51,27.32,-1.65,2.42
222.52,28.1,1.25,2.2
222.53,27.73,0.74,0.67
222.54,28.82,-0.98,0.08
222.55,29.91,-2.71,-0.51
222.56,29.82,-4.34,-0.82
222.57,29.6,-0.03,-0.94
222.58,29.57,-1.43,-0.44
222.59,30.03,-2.84,0.23
222.6,28.4,-1.66,0.69
222.61,29.62,-3.58,1.08
222.62,30.95,-3.55,0.46
222.63,32.28,-3.53,-0.15
222.64,31.81,-4.81,-0.54
222.65,31.34,-3.62,-0.94
222.66,31.65,-2.44,-0.81
222.67,29.03,-2.36,-1.37
222.68,27.52,-4.1,-0.96
222.69,27.84,-0.51,-1.31
222.7,27.41,-2.41,-0.41
222.71,27.25,-2.6,-0.03
222.72,28.51,0.93,0
222.73,25.63,2.07,0.52
222.74,26.64,1.08,1.37
222.75,30.93,1.72,1.09
222.76,28.4,-2.2,0.89
222.77,30.21,1.83,0.98
222.78,28.7,3.15,0.68
222.79,24.88,2.07,0.86
222.8,24.15,2.28,1.65
222.81,25.15,0.41,1.97
222.82,25.29,3.28,1.92
222.83,24.8,3.05,2.26
222.84,28.78,1.36,2.36
222.85,29.17,5.53,1.7
222.86,33.29,6.52,1.04
222.87,31.23,4.32,1.87
222.88,23.1,2.12,1.75
222.89,27.16,4.82,1.81
222.9,25.13,3.47,1.78
222.91,22.46,-0.43,0.6
222.92,23.79,1.52,1.18
222.93,23.75,4.91,1.09
222.94,24.25,4.85,1.16
222.95,23.54,4.8,1.15
222.96,23.82,6.29,0.71
222.97,22.84,7.05,0.61
222.98,21.87,7.12,0.52
222.99,21.1,7.16,0.85
223,20.56,7.2,0.83
223.01,20.94,6.75,0.82
223.02,21.33,7.21,0.71
223.03,24.18,6.87,0.43
223.04,24.15,5.61,-0.03
223.05,24.76,4.36,-0.03
223.06,21.58,3.26,0.31
223.07,22.92,3.95,0.13
223.08,22.8,3.1,-0.24
223.09,27,3.29,-0.76
223.1,31.36,4.97,-2.44
223.11,32.32,5.51,-4.15
223.12,33.28,5.93,-4.57
223.13,32.79,7.41,-2.83
223.14,25.63,8.06,-1.09
223.15,23.65,8.2,0.97
223.16,25.74,8.12,1.61
223.17,28.13,8.51,1.47
223.18,29.67,9.15,2.12
223.19,27.69,9.99,0.56
223.2,27.95,10.21,-0.43
223.21,27.31,8.44,-1.88
223.22,29.02,6.78,-2.13
223.23,28.16,5.2,-1.89
223.24,27.3,3.62,-1.66
223.25,22.13,5.42,-1
223.26,24.71,2.73,-1.33
223.27,24.5,0.05,-0.74
223.28,24.6,3.64,-1.03
223.29,31.79,4.25,-1.56
223.3,28.19,4.88,-1.29
223.31,25.85,6.11,0.13
223.32,27.02,4.79,-0.57
223.33,29.96,3.48,0.54
223.34,28.49,4.13,1.67
223.35,22.91,4.8,3.41
223.36,19.75,5.87,4.38
223.37,19.41,5.41,4.84
223.38,20.49,4.19,5.06
223.39,21.58,2.98,5.13
223.4,21.84,0.57,5.24
223.41,23.32,0.37,5.01
223.42,24.81,2.41,4.87
223.43,22.28,1.98,4.92
223.44,21.84,1.63,4.79
223.45,21.06,0.26,4.96
223.46,19.32,-1.23,4.79
223.47,18.32,-1.2,4.43
223.48,17.7,-1.38,4
223.49,16.46,-1.56,4.14
223.5,17.25,0.59,4.1
223.51,17.71,0,3.87
223.52,18,0.34,3.54
223.53,18.93,0.68,3.17
223.54,18.39,0.07,2.84
223.55,17.87,1.63,2.52
223.56,18.19,-1.46,1.84
223.57,18.08,-0.71,2.38
223.58,18,-2.52,2.3
223.59,17.11,-0.88,2.44
223.6,17.42,1.25,2.47
223.61,16.49,3.09,2.51
223.62,14.68,1.9,3.5
223.63,15.94,-0.92,3.79
223.64,16.3,-0.43,4.74
223.65,19.21,1.86,4.23
223.66,22.12,1.78,3
223.67,27.57,1.71,1.77
223.68,25.61,-1.56,0.65
223.69,23.74,-0.54,0.31
223.7,20.22,3.57,0.66
223.71,18.39,2.84,1.53
223.72,16.56,2.12,2.41
223.73,16.1,3.1,2.72
223.74,18.93,4.09,2.92
223.75,21.77,-1.38,2.85
223.76,26.21,-3.86,2.74
223.77,22.83,-0.66,2.62
223.78,21.08,0.04,2.5
223.79,22.03,0.76,2.39
223.8,22.98,-0.4,3.04
223.81,26.62,-1.56,2.78
223.82,27.68,-4.16,2.53
223.83,25.9,-4.53,1.42
223.84,23.94,-3.8,1.4
223.85,21.99,-3.07,1.38
223.86,22.2,1.86,1.77
223.87,24.62,-1.07,1.62
223.88,26.96,0.52,2.31
223.89,30.82,1.73,2.31
223.9,31.95,1.15,2.32
223.91,32.24,3.2,0.65
223.92,33.28,1.49,-1.49
223.93,32.85,-0.24,-2.3
223.94,32.42,0.93,-1.96
223.95,28.76,-3.04,-2.04
223.96,28.42,1.42,-1.74
223.97,31.24,-0.28,-1.42
223.98,31.79,-2.41,-1.86
223.99,31.42,-1.19,-1.38
224,31.43,-3.51,-1.65
224.01,28.61,-3.13,-1.13
224.02,28.79,-0.92,-0.21
224.03,31.47,-3.64,-0.94
224.04,28.16,-5.2,-1.15
224.05,27.36,-5.31,-1.84
224.06,28.92,-4.03,-2.25
224.07,23.1,-2.75,-0.68
224.08,26.01,-4.08,-1.46
224.09,28.85,-0.91,1.61
224.1,28.85,0.05,1.48
224.11,25.81,0.3,1.33
224.12,23.89,-0.23,1.55
224.13,21.97,-0.76,1.77
224.14,26.93,-0.92,1.88
224.15,29.21,-2.82,0.54
224.16,27.64,0.13,1.36
224.17,29.24,-2.81,2.19
224.18,30.82,-0.54,1.42
224.19,30.27,-2.39,0.94
224.2,30.18,-0.51,0.86
224.21,26.73,-2,0.01
224.22,28.45,-3.5,0.43
224.23,26.1,0.31,1.14
224.24,25.84,0.05,0.6
224.25,25.58,-0.2,0.06
224.26,31.29,0.4,-0.21
224.27,29.02,0.13,0.05
224.28,26.75,-0.13,0.31
224.29,26.03,-2.94,-0.38
224.3,23.55,-0.15,-0.23
224.31,22.93,2.62,-0.08
224.32,22.31,1.23,-0.15
224.33,30.52,1.11,1.08
224.34,32.33,-1.25,0.38
224.35,28.87,-1.48,0.52
224.36,29.84,0.27,0.77
224.37,33.3,1.93,0.73
224.38,33.34,-0.27,0.62
224.39,33.39,-2.25,0.88
224.4,33.09,-4.23,1.15
224.41,28.51,-3.84,1.62
224.42,30.8,-4.03,1.38
224.43,32.1,-1.04,-0.06
224.44,33.4,-2.53,0.66
224.45,33.47,-2.92,-1.18
224.46,34.12,-1.44,-1.6
224.47,32.1,-1.11,-1.81
224.48,30.09,1,-2.03
224.49,31.18,-0.26,-2.26
224.5,29.96,1.52,-1.64
224.51,29.6,2.86,-1.7
224.52,32.24,2.5,-2.43
224.53,32.44,2.14,-2.42
224.54,32.65,3.93,-3.05
224.55,31.2,4.23,-3.6
224.56,32.01,4.54,-4.14
224.57,29.94,-0.74,-4.02
224.58,29.55,-0.61,-3.63
224.59,29.3,0.19,-3.11
224.6,29.06,1,-3.02
224.61,33.37,-1.15,-2.62
224.62,29.57,0.85,-2.22
224.63,28.14,-0.21,-1.68
224.64,26.71,-1.27,-1.15
224.65,32.57,-2.57,-0.68
224.66,29.64,-3.88,-0.91
224.67,30.16,0.32,-0.66
224.68,31.67,1.79,-0.6
224.69,30.09,4.93,0.41
224.7,33.34,0.13,-1.66
224.71,32.44,2.37,-1.61
224.72,30.52,4.03,-1.09
224.73,31.56,2.85,-1.87
224.74,32.6,2.95,-2.08
224.75,30.07,3.32,-2.29
224.76,27.54,3.7,-1.86
224.77,30.21,1.96,-2.12
224.78,28.16,0.07,-1.37
224.79,27.7,1.74,-0.71
224.8,28.83,3.66,-0.43
224.81,27.77,1.93,-0.83
224.82,26.82,1.99,-0.51
224.83,28.59,1.86,-1.2
224.84,30.29,2.3,-1.63
224.85,32.01,2.74,-2.07
224.86,29.41,2,-1.09
224.87,25.32,0.65,-0.48
224.88,25.9,-0.82,-0.36
224.89,26.48,-2.29,-0.24
224.9,24.83,-2.42,0.3
224.91,23.19,-2.56,0.85
224.92,22.13,-1.28,1.52
224.93,24.35,-1.83,1.45
224.94,26.57,-2.39,1.38
224.95,31.58,-3.13,0.94
224.96,29.46,-1.1,-0.07
224.97,29.76,0.59,-0.99
224.98,26.87,0.24,-1.24
224.99,29.98,0.28,-2.08
225,23.7,-0.17,-2.28
225.01,26.84,0.05,-2.18
225.02,30.07,2.78,-0.34
225.03,28.7,-2.85,-0.58
225.04,29.38,-0.03,-0.46
225.05,30.7,-0.1,-1.76
225.06,28.56,-1.03,-1.48
225.07,26.19,-0.24,-1.42
225.08,26.51,0.57,-1.09
225.09,29.13,-3.35,-1.35
225.1,27.82,-1.39,-1.22
225.11,31.63,1.61,-0.48
225.12,32.42,0.2,-1.29
225.13,28.56,0.86,-1.81
225.14,25.9,2.91,-0.58
225.15,27.23,1.88,-1.2
225.16,26.3,0.55,-0.03
225.17,31.2,1.63,-0.37
225.18,29.66,0.24,-0.55
225.19,27.21,-0.96,-0.34
225.2,26.96,-1.49,-0.21
225.21,27.72,1.56,-0.87
225.22,27.18,1.72,-0.28
225.23,25.35,-0.38,0.12
225.24,25.56,-0.08,0.42
225.25,25.78,0.21,0.73
225.26,24.89,1.14,-0.2
225.27,21.61,-4.08,1.56
225.28,23.25,-1.47,0.68
225.29,32.22,-3.24,1.57
225.3,27.73,-2.35,1.12
225.31,29.94,-2.84,-0.43
225.32,28.45,-2.54,-0.22
225.33,26.96,-2.26,-0.03
225.34,26.94,-1.19,0.12
225.35,23.24,0.83,1.19
225.36,25.01,2.98,2.02
225.37,26.78,3.09,1.69
225.38,26.21,3.2,1.37
225.39,28.04,5.72,1.31
225.4,29.87,8.3,1.26
225.41,30.52,9.57,0.31
225.42,28.42,8.01,1.59
225.43,24.42,8.32,1.3
225.44,26.42,8.26,1.44
225.45,26.6,9.69,1.05
225.46,31.88,9.68,0.24
225.47,29.24,5.85,0.64
225.48,30.28,2.04,-1.66
225.49,27.91,2.41,-1.94
225.5,23.56,2.1,-1.81
225.51,23.87,2.83,-1.37
225.52,25.88,-0.52,-1.14
225.53,23.82,-0.47,0.74
225.54,22.82,0.29,2.65
225.55,21.82,1.05,3.88
225.56,23.81,-2.21,4.03
225.57,30.73,-0.87,4.34
225.58,27.27,-1.54,3.16
225.59,22.3,-3.38,1.99
225.6,24.78,-3.81,2.17
225.61,25.38,-4.25,2.35
225.62,28.74,0.65,2.42
225.63,27.06,-1.8,2.5
225.64,24.75,-3.07,1
225.65,26.47,-2.45,1.18
225.66,27.34,-2.66,1.1
225.67,28.22,-2.87,1.03
225.68,30.14,-1.53,-0.15
225.69,29.66,-2.49,-0.97
225.7,28.17,-2.95,-0.7
225.71,29.45,0.67,-0.25
225.72,30.73,4.3,0.2
225.73,28.51,0.91,0.24
225.74,22.9,-0.76,0.17
225.75,23.11,-3.57,1.08
225.76,31.33,-3.92,0.49
225.77,27.22,-4.28,0.78
225.78,26.28,-3.13,-0.71
225.79,26.9,-4.38,0.13
225.8,27.52,-3,0.97
225.81,26.75,-1.62,0.31
225.82,25.5,0.04,0.06
225.83,24.26,1.71,-0.17
225.84,22.63,3.2,-0.27
225.85,22.05,2.3,0.63
225.86,23.45,2.96,1.43
225.87,28.94,1.98,0.54
225.88,27.05,-1.15,0.12
225.89,22.02,-2.75,0.82
225.9,21.36,-2.72,1.53
225.91,21.68,-2.73,1.17
225.92,30.99,-1.12,2.02
225.93,31.14,1.33,1.56
225.94,30.11,-0.34,1.3
225.95,29.08,-2.01,1.04
225.96,27.89,-2.04,1.26
225.97,26.71,-2.09,1.48
225.98,29.1,-2.86,1.52
225.99,27.32,-1,1.87
226,31.79,-2.63,1.88
226.01,29.43,-3.61,1.48
226.02,28.41,-3.92,1.23
226.03,27.86,-3.55,1.35
226.04,28.77,-2.61,1.18
226.05,27.75,-3.77,0.33
226.06,28.49,-3.13,0.7
226.07,28.48,-3.23,0.66
226.08,29.47,-3.34,0.29
226.09,30.46,-1.38,-0.07
226.1,27.63,-1.86,-0.91
226.11,25.57,-3.7,0.23
226.12,23.51,-2.78,-0.34
226.13,23.42,3.57,2.22
226.14,23.57,2.95,2.37
226.15,22.78,2.53,2.53
226.16,25.42,1.6,2.42
226.17,24.19,-0.54,2.14
226.18,24.48,-1.21,1.75
226.19,24.78,-1.89,1.37
226.2,24.9,-2.22,1.24
226.21,24.57,-0.98,1.33
226.22,24.63,-3.56,0.93
226.23,24.7,-3.35,0.54
226.24,23.65,-3.15,1.18
226.25,27.21,-3.29,2.01
226.26,29.69,-2.87,2.37
226.27,27.05,-2.88,2.18
226.28,24.96,-2.89,1.99
226.29,26.33,-0.71,1.77
226.3,25.78,-2.98,1.2
226.31,25.65,-1.42,1.31
226.32,24.19,0.03,1.21
226.33,22.73,1.48,1.11
226.34,22.48,0.21,1.42
226.35,24.28,2.03,0.52
226.36,25.04,2.33,-0.33
226.37,25.81,2.64,-1.2
226.38,28.22,1.46,-0.76
226.39,27.66,-0.57,-0.35
226.4,27.72,0.39,-0.54
226.41,27.79,1.36,-0.74
226.42,24.42,-0.63,-0.87
226.43,25.65,-1.02,0.21
226.44,22.31,-0.54,0.66
226.45,23.98,-0.78,0.43
226.46,26.35,1.22,-1.14
226.47,24.24,0.32,-1.03
226.48,22.14,-0.57,-0.92
226.49,22.75,-3.17,-0.13
226.5,22.7,0.24,0.19
226.51,24.44,-0.37,0.49
226.52,25.02,-0.54,0.57
226.53,26.4,0.15,0.1
226.54,23.56,0.31,-0.06
226.55,24.31,-0.99,-0.35
226.56,25.53,0.15,-0.1
226.57,26.76,1.29,0.15
226.58,26.15,1.71,-0.12
226.59,25.11,-0.54,-0.37
226.6,24.46,-1.37,-0.08
226.61,23.03,0.76,-0.1
226.62,26.42,0.52,-0.62
226.63,27.41,1.81,-0.78
226.64,24.04,0.31,-1.85
226.65,22.31,0.28,-1.64
226.66,21.29,-0.54,-1.29
226.67,22.33,-0.42,-0.74
226.68,23.37,-0.31,-0.2
226.69,23.01,-0.17,0.01
226.7,22.2,3.33,0.4
226.71,22.22,4.89,-0.1
226.72,24.28,0.94,0.12
226.73,24.41,2.72,0.43
226.74,26.21,-0.26,-0.37
226.75,24.87,-1.36,-1.26
226.76,27.45,0.32,-1.25
226.77,30.03,2.01,-1.24
226.78,29.89,1.33,-0.21
226.79,28.65,3.78,0.32
226.8,27.41,3.51,0.85
226.81,28.15,3.24,1.37
226.82,26.71,0.88,1.09
226.83,25.27,-1.48,0.82
226.84,23.99,1.37,2.34
226.85,24.75,2.59,2.32
226.86,28.83,1.98,2.31
226.87,26.64,2.71,2.21
226.88,26.44,3.34,2.19
226.89,24.67,3.97,1.36
226.9,28.83,1.02,0.74
226.91,27.53,-0.49,0.66
226.92,27.85,3.71,0.4
226.93,28.18,4.75,0.15
226.94,28.01,3.29,0.27
226.95,28.15,1.83,-1.48
226.96,23.58,1.24,-0.73
226.97,23.12,4.38,-1.14
226.98,25.63,1.7,-0.24
226.99,27.23,-0.17,-0.35
227,26.94,0.82,-0.76
227.01,23.95,-4.52,0.31
227.02,22.9,-2.8,0.52
227.03,28.63,-3.29,-0.27
227.04,27.79,0.08,0.1
227.05,25.81,0.73,-0.54
227.06,25.54,1.89,-0.49
227.07,23.37,2.19,-0.31
227.08,22.5,3.18,-0.98
227.09,26.44,-2.71,-1.72
227.1,23.78,-1.75,-2.04
227.11,22.03,-1.06,-1.98
227.12,22.41,-1.51,-1.15
227.13,22.8,-1.97,-0.34
227.14,25.78,0.03,-0.65
227.15,23.65,-2.05,-0.95
227.16,21.52,-4.14,-1.26
227.17,23.81,-3.28,1.08
227.18,26.86,-2.43,1.88
227.19,29.91,-0.03,1.87
227.2,28.39,1.85,1.86
227.21,27,1.4,1.46
227.22,25.63,0.96,1.07
227.23,27.39,3.05,0.8
227.24,26.48,1.09,0.71
227.25,26.37,1.6,0.7
227.26,25.79,3.51,0.38
227.27,21.94,0.46,1.04
227.28,24.41,-1.26,1.52
227.29,22.03,0.03,2.17
227.3,22.63,-1.72,2.01
227.31,23.24,-3.48,1.86
227.32,25.27,-3.18,0.98
227.33,25.67,-3.45,1.48
227.34,27.28,-3.72,0.94
227.35,23.9,-1.87,0.2
227.36,25.59,-2.79,0.57
227.37,31.7,-2.5,-2.08
227.38,28.64,-2.64,-0.75
227.39,25.94,-2.55,-1.53
227.4,27.64,-1.86,-1.81
227.41,25.88,-0.54,-1.2
227.42,25.54,3.59,-1.38
227.43,25.71,1.52,-1.29
227.44,29.89,0.05,0.41
227.45,30.25,3.09,-0.12
227.46,30.01,1.54,0.31
227.47,30.98,2.95,0.32
227.48,29.18,4.37,0.17
227.49,27.39,3.62,0.03
227.5,28.38,4.84,-1.95
227.51,24.37,2.96,-1.47
227.52,23.22,1.08,-0.6
227.53,24.08,-1.96,-0.5
227.54,24.95,-2.7,-0.4
227.55,25.03,-3.44,0.15
227.56,25.11,-1.88,0.7
227.57,28.25,-4.08,1.51
227.58,26.68,-2.98,1.1
227.59,24.14,-1.42,1.73
227.6,29.67,-1.72,2.36
227.61,29.38,-2.24,1.82
227.62,29.1,-2.76,1.29
227.63,22.98,0.46,0.6
227.64,26.04,-1.15,0.94
227.65,32.54,0.62,1.08
227.66,29.29,-0.26,1.01
227.67,26.19,-0.49,0.17
227.68,26.62,-3.57,-0.26
227.69,28.36,-4.54,1.03
227.7,27.68,-4.45,0.39
227.71,27.02,-4.36,-0.24
227.72,27.21,-5.33,0.1
227.73,29.22,-4.55,0.55
227.74,28.61,-3.77,-0.06
227.75,21.4,-4.53,-0.27
227.76,25,-2.45,-0.16
227.77,26.78,-0.38,1.2
227.78,24,3.31,1.19
227.79,24.51,3.33,1.4
227.8,23.73,3.35,1.1
227.81,24.75,1.09,0.96
227.82,23.86,1.68,1.2
227.83,23.47,2.29,1.12
227.84,23.08,2.92,1.04
227.85,22.95,2.85,1.14
227.86,22.68,2.08,1.72
227.87,22.43,1.33,2.31
227.88,25.47,-0.82,1.55
227.89,24.5,-0.05,1.04
227.9,23.54,3.64,2.36
227.91,27.46,1.53,2.04
227.92,22.84,-3.15,1.72
227.93,21.64,-1.55,1.75
227.94,21.41,-1.43,1.43
227.95,21.18,-1.31,1.11
227.96,22.12,-2.96,0.99
227.97,23.05,-3.35,0.78
227.98,23.05,-2.19,0.65
227.99,21.23,-1.03,0.76
228,22.14,-3.14,0.7
228.01,21.39,-2.08,1.65
228.02,20.16,-1.04,2.36
228.03,19.27,-4.17,2.42
228.04,17.62,-2.51,1.92
228.05,18.83,-1.42,1.76
228.06,19.45,0.73,2.31
228.07,19.22,0.28,2.69
228.08,19.4,4.71,2.83
228.09,19.51,2.71,3.15
228.1,19.58,3.29,3.57
228.11,20.8,3.88,3.38
228.12,22.03,1.27,2.71
228.13,21.9,0.52,2.05
228.14,22.41,1.48,2.17
228.15,22.92,2.68,0.93
228.16,21.91,3.89,1.55
228.17,20.32,-2.19,0.78
228.18,19.64,-0.98,1.53
228.19,20.07,1.35,1.96
228.2,21.83,0.19,2.4
228.21,23.6,3.15,1.61
228.22,25.81,0,0.92
228.23,25,-1.73,0.94
228.24,25.61,2.52,0.76
228.25,25.36,3.53,0.94
228.26,24.36,3.57,0.56
228.27,23.36,3.61,0.19
228.28,23.72,3.88,0.23
228.29,25.9,5.23,0.12
228.3,25.63,5.52,-1.13
228.31,25.76,2.08,-0.5
228.32,25.16,-1.36,-1.64
228.33,23.25,-0.12,-1.21
228.34,23.33,-1.6,-0.87
228.35,24.66,4.49,-0.43
228.36,28.69,1.48,-0.96
228.37,25.54,0.67,-1.1
228.38,22.4,-0.13,-1.26
228.39,19.36,1.31,0.15
228.4,19.73,-1.02,1.27
228.41,20.28,-2.28,1.83
228.42,20.75,-1.75,2.39
228.43,21.23,2.6,2.19
228.44,22.77,0.13,1.83
228.45,24.31,-2.34,1.49
228.46,24.33,-5.17,2.13
228.47,24.35,-4.63,2
228.48,23.82,-4.09,1.88
228.49,23.29,-0.2,0.99
228.5,23.63,0.92,0.51
228.51,30.17,3.47,-1.33
228.52,29.36,3.55,-1.57
228.53,28.29,2.53,-1.24
228.54,27.23,1.52,-0.92
228.55,26.65,1.96,-1.05
228.56,26.08,2.4,-1.19
228.57,28.33,2.22,-1.36
228.58,29.37,3.06,-1.14
228.59,28.35,2.84,-0.99
228.6,27.34,2.63,-0.85
228.61,28.94,2.27,-0.74
228.62,26.53,0.24,0.28
228.63,28.47,2.54,-0.49
228.64,28,3.46,-0.25
228.65,27.55,4.38,-0.01
228.66,29.39,3.07,0.03
228.67,29.73,3.66,0.44
228.68,28.38,-0.13,0.13
228.69,25.76,1.26,0.15
228.7,24.92,0.1,1.18
228.71,24.09,-1.04,2.23
228.72,24.04,-0.34,2.63
228.73,24.95,2.23,2.36
228.74,27.8,3.6,2.1
228.75,29.06,3.73,1.25
228.76,28.75,2.77,0.77
228.77,28.45,1.81,0.3
228.78,26.93,3.21,0
228.79,27.61,4.63,0
228.8,23.42,1.15,0.65
228.81,27.05,0.71,1.48
228.82,28.31,-1.93,1.83
228.83,28.6,1.77,1.84
228.84,29.42,-2.56,2.31
228.85,31.2,0.85,2.12
228.86,27.84,1.85,1.92
228.87,26.6,3.31,1.16
228.88,25.48,4.78,0.82
228.89,27.08,3.29,0.76
228.9,28.69,1.81,0.71
